datafile,source,datafile,completeness,consider,year,station,fname_rainfall,fname_erosivity,file_exists
P05_039_2014,VMM,P05_039_2014,0.993009119,1,2014,P05_039,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_039_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_039_2014new cumdistr salles.txt,1
P05_039_2012,VMM,P05_039_2012,0.969554511,1,2012,P05_039,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_039_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_039_2012new cumdistr salles.txt,1
P05_039_2011,VMM,P05_039_2011,1,1,2011,P05_039,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_039_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_039_2011new cumdistr salles.txt,1
P05_039_2009,VMM,P05_039_2009,0.997445069,1,2009,P05_039,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_039_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_039_2009new cumdistr salles.txt,1
P05_038_2017,VMM,P05_038_2017,0.997947314,1,2017,P05_038,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_038_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_038_2017new cumdistr salles.txt,1
P05_038_2016,VMM,P05_038_2016,1,1,2016,P05_038,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_038_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_038_2016new cumdistr salles.txt,1
P05_019_2017,VMM,P05_019_2017,0.992694331,1,2017,P05_019,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_019_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_019_2017new cumdistr salles.txt,1
P05_019_2016,VMM,P05_019_2016,0.979860573,1,2016,P05_019,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_019_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_019_2016new cumdistr salles.txt,1
P05_019_2012,VMM,P05_019_2012,0.996974633,1,2012,P05_019,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_019_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_019_2012new cumdistr salles.txt,1
P05_019_2009,VMM,P05_019_2009,0.980189959,1,2009,P05_019,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_019_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_019_2009new cumdistr salles.txt,1
P05_019_2007,VMM,P05_019_2007,0.979556703,1,2007,P05_019,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P05_019_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P05_019_2007new cumdistr salles.txt,1
P04_027_2017,VMM,P04_027_2017,0.998414795,1,2017,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2017new cumdistr salles.txt,1
P04_027_2015,VMM,P04_027_2015,0.994945464,1,2015,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2015new cumdistr salles.txt,1
P04_027_2014,VMM,P04_027_2014,0.981852315,1,2014,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2014new cumdistr salles.txt,1
P04_027_2011,VMM,P04_027_2011,0.995230999,1,2011,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2011new cumdistr salles.txt,1
P04_027_2009,VMM,P04_027_2009,0.996285714,1,2009,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2009new cumdistr salles.txt,1
P04_020_2017,VMM,P04_020_2017,0.998007307,1,2017,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2017new cumdistr salles.txt,1
P04_020_2016,VMM,P04_020_2016,0.998109641,1,2016,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2016new cumdistr salles.txt,1
P04_020_2014,VMM,P04_020_2014,1,1,2014,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2014new cumdistr salles.txt,1
P04_020_2012,VMM,P04_020_2012,0.96985169,1,2012,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2012new cumdistr salles.txt,1
P04_020_2011,VMM,P04_020_2011,0.991758242,1,2011,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2011new cumdistr salles.txt,1
P04_020_2010,VMM,P04_020_2010,0.996741038,1,2010,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2010new cumdistr salles.txt,1
P04_020_2007,VMM,P04_020_2007,0.957727873,1,2007,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2007new cumdistr salles.txt,1
P04_001_2016,VMM,P04_001_2016,0.971211725,1,2016,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2016new cumdistr salles.txt,1
P04_001_2012,VMM,P04_001_2012,0.969650986,1,2012,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2012new cumdistr salles.txt,1
P04_001_2011,VMM,P04_001_2011,0.995374653,1,2011,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2011new cumdistr salles.txt,1
P04_001_2010,VMM,P04_001_2010,0.997612732,1,2010,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2010new cumdistr salles.txt,1
P04_001_2009,VMM,P04_001_2009,0.988400488,1,2009,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2009new cumdistr salles.txt,1
P04_001_2005,VMM,P04_001_2005,0.968790219,1,2005,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2005new cumdistr salles.txt,1
P03_041_2014,VMM,P03_041_2014,0.981295925,1,2014,P03_041,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_041_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_041_2014new cumdistr salles.txt,1
P03_041_2011,VMM,P03_041_2011,0.998896247,1,2011,P03_041,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_041_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_041_2011new cumdistr salles.txt,1
P03_041_2010,VMM,P03_041_2010,1,1,2010,P03_041,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_041_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_041_2010new cumdistr salles.txt,1
P03_036_2017,VMM,P03_036_2017,0.989856298,1,2017,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2017new cumdistr salles.txt,1
P03_036_2016,VMM,P03_036_2016,0.985179197,1,2016,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2016new cumdistr salles.txt,1
P03_036_2012,VMM,P03_036_2012,1,1,2012,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2012new cumdistr salles.txt,1
P03_036_2011,VMM,P03_036_2011,0.985484707,1,2011,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2011new cumdistr salles.txt,1
P03_036_2010,VMM,P03_036_2010,1,1,2010,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2010new cumdistr salles.txt,1
P03_036_2009,VMM,P03_036_2009,0.961737332,1,2009,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2009new cumdistr salles.txt,1
P03_017_2017,VMM,P03_017_2017,0.997947665,1,2017,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2017new cumdistr salles.txt,1
P03_017_2014,VMM,P03_017_2014,0.999688085,1,2014,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2014new cumdistr salles.txt,1
P03_017_2010,VMM,P03_017_2010,0.995130702,1,2010,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2010new cumdistr salles.txt,1
P03_017_2009,VMM,P03_017_2009,0.988860326,1,2009,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2009new cumdistr salles.txt,1
P03_005_2017,VMM,P03_005_2017,0.996878252,1,2017,P03_005,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_005_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_005_2017new cumdistr salles.txt,1
P03_005_2016,VMM,P03_005_2016,0.969320672,1,2016,P03_005,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_005_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_005_2016new cumdistr salles.txt,1
P03_005_2015,VMM,P03_005_2015,0.991143725,1,2015,P03_005,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_005_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_005_2015new cumdistr salles.txt,1
P03_005_2014,VMM,P03_005_2014,1,1,2014,P03_005,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_005_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_005_2014new cumdistr salles.txt,1
P03_005_2012,VMM,P03_005_2012,0.971889301,1,2012,P03_005,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_005_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_005_2012new cumdistr salles.txt,1
P03_005_2010,VMM,P03_005_2010,0.979381443,1,2010,P03_005,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_005_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_005_2010new cumdistr salles.txt,1
P03_005_2009,VMM,P03_005_2009,0.990503825,1,2009,P03_005,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_005_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_005_2009new cumdistr salles.txt,1
P02_030_2015,VMM,P02_030_2015,0.96635183,1,2015,P02_030,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_030_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_030_2015new cumdistr salles.txt,1
P02_008_2017,VMM,P02_008_2017,0.996781744,1,2017,P02_008,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_008_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_008_2017new cumdistr salles.txt,1
P02_008_2016,VMM,P02_008_2016,0.994680851,1,2016,P02_008,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_008_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_008_2016new cumdistr salles.txt,1
P02_008_2014,VMM,P02_008_2014,1,1,2014,P02_008,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_008_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_008_2014new cumdistr salles.txt,1
P02_008_2012,VMM,P02_008_2012,0.980792609,1,2012,P02_008,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_008_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_008_2012new cumdistr salles.txt,1
P02_008_2011,VMM,P02_008_2011,0.994915793,1,2011,P02_008,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_008_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_008_2011new cumdistr salles.txt,1
P02_008_2009,VMM,P02_008_2009,0.986858191,1,2009,P02_008,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_008_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_008_2009new cumdistr salles.txt,1
P02_008_2005,VMM,P02_008_2005,1,1,2005,P02_008,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_008_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_008_2005new cumdistr salles.txt,1
P02_004_2017,VMM,P02_004_2017,0.997899711,1,2017,P02_004,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_004_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_004_2017new cumdistr salles.txt,1
P02_004_2014,VMM,P02_004_2014,0.992855016,1,2014,P02_004,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_004_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_004_2014new cumdistr salles.txt,1
P02_004_2012,VMM,P02_004_2012,0.981991996,1,2012,P02_004,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_004_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_004_2012new cumdistr salles.txt,1
P02_004_2011,VMM,P02_004_2011,0.995616598,1,2011,P02_004,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_004_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_004_2011new cumdistr salles.txt,1
P02_004_2010,VMM,P02_004_2010,0.996024845,1,2010,P02_004,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_004_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_004_2010new cumdistr salles.txt,1
P02_004_2009,VMM,P02_004_2009,0.995416554,1,2009,P02_004,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_004_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_004_2009new cumdistr salles.txt,1
P02_004_2008,VMM,P02_004_2008,0.968198824,1,2008,P02_004,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P02_004_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P02_004_2008new cumdistr salles.txt,1
P01_037_2017,VMM,P01_037_2017,0.996995995,1,2017,P01_037,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_037_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_037_2017new cumdistr salles.txt,1
P01_037_2016,VMM,P01_037_2016,0.998781231,1,2016,P01_037,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_037_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_037_2016new cumdistr salles.txt,1
P01_037_2015,VMM,P01_037_2015,0.999392835,1,2015,P01_037,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_037_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_037_2015new cumdistr salles.txt,1
P01_029_2017,VMM,P01_029_2017,0.987149918,1,2017,P01_029,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_029_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_029_2017new cumdistr salles.txt,1
P01_029_2016,VMM,P01_029_2016,1,1,2016,P01_029,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_029_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_029_2016new cumdistr salles.txt,1
P01_029_2015,VMM,P01_029_2015,0.981623277,1,2015,P01_029,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_029_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_029_2015new cumdistr salles.txt,1
P01_029_2010,VMM,P01_029_2010,0.951902748,1,2010,P01_029,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_029_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_029_2010new cumdistr salles.txt,1
