datafile,source,datafile,completeness,consider,year,station,fname_rainfall,fname_erosivity,file_exists
P08_018_2016,VMM,P08_018_2016,0.395364301,0,2016,P08_018,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_018_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_018_2016new cumdistr salles.txt,1
P08_018_2017,VMM,P08_018_2017,0.754515297,0,2017,P08_018,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_018_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_018_2017new cumdistr salles.txt,1
KMI_6494_2019,KMI,KMI_6494_2019,0.992891882,1,2019,KMI_6494,,,
P08_023_2009,VMM,P08_023_2009,0.734671372,0,2009,P08_023,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_023_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_023_2009new cumdistr salles.txt,1
P08_023_2010,VMM,P08_023_2010,0.274546425,0,2010,P08_023,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_023_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_023_2010new cumdistr salles.txt,1
P08_023_2013,VMM,P08_023_2013,0.410430548,0,2013,P08_023,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_023_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_023_2013new cumdistr salles.txt,1
P08_023_2014,VMM,P08_023_2014,0.402712078,0,2014,P08_023,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_023_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_023_2014new cumdistr salles.txt,1
KMI_6455_2011,KMI,KMI_6455_2011,1,1,2011,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2011new cumdistr salles.txt,1
KMI_6455_2010,KMI,KMI_6455_2010,0.994411571,1,2010,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2010new cumdistr salles.txt,1
KMI_6455_2008,KMI,KMI_6455_2008,0.995553085,1,2008,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2008new cumdistr salles.txt,1
KMI_6494_2020,KMI,KMI_6494_2020,0.922819972,0,2020,KMI_6494,,,
P08_028_2009,VMM,P08_028_2009,0.386460302,0,2009,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2009new cumdistr salles.txt,1
KMI_6455_2007,KMI,KMI_6455_2007,1,1,2007,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2007new cumdistr salles.txt,1
P08_028_2011,VMM,P08_028_2011,0.838173178,0,2011,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2011new cumdistr salles.txt,1
KMI_6455_2006,KMI,KMI_6455_2006,0.99395233,1,2006,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2006new cumdistr salles.txt,1
P08_028_2013,VMM,P08_028_2013,0.892499389,0,2013,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2013new cumdistr salles.txt,1
P08_028_2014,VMM,P08_028_2014,0.847156398,0,2014,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2014new cumdistr salles.txt,1
KMI_6455_2005,KMI,KMI_6455_2005,1,1,2005,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2005new cumdistr salles.txt,1
P08_028_2016,VMM,P08_028_2016,0.911866931,0,2016,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2016new cumdistr salles.txt,1
P08_028_2017,VMM,P08_028_2017,0.69695633,0,2017,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2017new cumdistr salles.txt,1
P01_003_2004,VMM,P01_003_2004,-1,0,2004,P01_003,,,
KMI_6455_2004,KMI,KMI_6455_2004,0.99962321,1,2004,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2004.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2004new cumdistr salles.txt,1
KMI_6455_2003,KMI,KMI_6455_2003,1,1,2003,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2003.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2003new cumdistr salles.txt,1
P08_031_2011,VMM,P08_031_2011,0.861619453,0,2011,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2011new cumdistr salles.txt,1
KMI_6455_2002,KMI,KMI_6455_2002,1,1,2002,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2002.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2002new cumdistr salles.txt,1
KMI_6447_2019,KMI,KMI_6447_2019,1,1,2019,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2019.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2019new cumdistr salles.txt,1
P08_031_2014,VMM,P08_031_2014,0.936667653,0,2014,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2014new cumdistr salles.txt,1
KMI_6447_2018,KMI,KMI_6447_2018,1,1,2018,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2018.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2018new cumdistr salles.txt,1
KMI_6447_2017,KMI,KMI_6447_2017,1,1,2017,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2017new cumdistr salles.txt,1
P08_031_2017,VMM,P08_031_2017,0.132316114,0,2017,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2017new cumdistr salles.txt,1
P01_003_2019,VMM,P01_003_2019,0.945547362,0,2019,P01_003,,,
KMI_6447_2016,KMI,KMI_6447_2016,1,1,2016,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2016new cumdistr salles.txt,1
KMI_6447_2015,KMI,KMI_6447_2015,1,1,2015,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2015new cumdistr salles.txt,1
P08_033_2011,VMM,P08_033_2011,0.668339607,0,2011,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2011new cumdistr salles.txt,1
KMI_6447_2014,KMI,KMI_6447_2014,1,1,2014,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2014new cumdistr salles.txt,1
P08_033_2013,VMM,P08_033_2013,0.652118335,0,2013,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2013new cumdistr salles.txt,1
P08_033_2014,VMM,P08_033_2014,0.945772059,0,2014,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2014new cumdistr salles.txt,1
P08_033_2015,VMM,P08_033_2015,0.693785311,0,2015,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2015new cumdistr salles.txt,1
P08_033_2016,VMM,P08_033_2016,0.335610589,0,2016,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2016new cumdistr salles.txt,1
P01_003_2020,VMM,P01_003_2020,0.999133449,1,2020,P01_003,,,
P01_010_2004,VMM,P01_010_2004,-1,0,2004,P01_010,,,
P09_012_2005,VMM,P09_012_2005,0.870755028,0,2005,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2005new cumdistr salles.txt,1
P09_012_2006,VMM,P09_012_2006,0.948845471,0,2006,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2006new cumdistr salles.txt,1
P09_012_2007,VMM,P09_012_2007,0.94435123,0,2007,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2007new cumdistr salles.txt,1
P09_012_2008,VMM,P09_012_2008,0.624402866,0,2008,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2008new cumdistr salles.txt,1
P09_012_2009,VMM,P09_012_2009,0.333196777,0,2009,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2009new cumdistr salles.txt,1
P09_012_2010,VMM,P09_012_2010,0.423241353,0,2010,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2010new cumdistr salles.txt,1
KMI_6447_2013,KMI,KMI_6447_2013,1,1,2013,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2013new cumdistr salles.txt,1
P09_012_2012,VMM,P09_012_2012,0.701364522,0,2012,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2012new cumdistr salles.txt,1
P09_012_2013,VMM,P09_012_2013,0.491013325,0,2013,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2013new cumdistr salles.txt,1
KMI_6447_2012,KMI,KMI_6447_2012,0.993961353,1,2012,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2012new cumdistr salles.txt,1
KMI_6447_2011,KMI,KMI_6447_2011,1,1,2011,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2011new cumdistr salles.txt,1
KMI_6447_2010,KMI,KMI_6447_2010,1,1,2010,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2010new cumdistr salles.txt,1
P09_012_2017,VMM,P09_012_2017,0.876392285,0,2017,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2017new cumdistr salles.txt,1
P01_010_2019,VMM,P01_010_2019,0.999702381,1,2019,P01_010,,,
P09_016_2005,VMM,P09_016_2005,0.840022142,0,2005,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2005new cumdistr salles.txt,1
P09_016_2006,VMM,P09_016_2006,0.782908705,0,2006,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2006new cumdistr salles.txt,1
P09_016_2007,VMM,P09_016_2007,0.873769685,0,2007,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2007new cumdistr salles.txt,1
P09_016_2008,VMM,P09_016_2008,0.511661114,0,2008,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2008new cumdistr salles.txt,1
P09_016_2009,VMM,P09_016_2009,0.831713555,0,2009,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2009new cumdistr salles.txt,1
KMI_6447_2008,KMI,KMI_6447_2008,0.99851632,1,2008,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2008new cumdistr salles.txt,1
P09_016_2011,VMM,P09_016_2011,0.919309173,0,2011,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2011new cumdistr salles.txt,1
KMI_6447_2007,KMI,KMI_6447_2007,1,1,2007,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2007new cumdistr salles.txt,1
P09_016_2013,VMM,P09_016_2013,0.693110236,0,2013,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2013new cumdistr salles.txt,1
P09_016_2014,VMM,P09_016_2014,0.313472398,0,2014,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2014new cumdistr salles.txt,1
P09_016_2015,VMM,P09_016_2015,0.882305845,0,2015,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2015new cumdistr salles.txt,1
P09_016_2016,VMM,P09_016_2016,0.587591865,0,2016,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2016new cumdistr salles.txt,1
P09_016_2017,VMM,P09_016_2017,0.914095745,0,2017,P09_016,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_016_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_016_2017new cumdistr salles.txt,1
P01_010_2020,VMM,P01_010_2020,0.999448732,1,2020,P01_010,,,
KMI_6447_2006,KMI,KMI_6447_2006,1,1,2006,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2006new cumdistr salles.txt,1
KMI_6447_2005,KMI,KMI_6447_2005,1,1,2005,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2005new cumdistr salles.txt,1
KMI_6447_2004,KMI,KMI_6447_2004,0.992337165,1,2004,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2004.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2004new cumdistr salles.txt,1
KMI_6447_2003,KMI,KMI_6447_2003,0.990023943,1,2003,KMI_6447,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6447_2003.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6447_2003new cumdistr salles.txt,1
P09_025_2013,VMM,P09_025_2013,0.875851461,0,2013,P09_025,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_025_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_025_2013new cumdistr salles.txt,1
P09_025_2014,VMM,P09_025_2014,0.886318195,0,2014,P09_025,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_025_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_025_2014new cumdistr salles.txt,1
P09_025_2015,VMM,P09_025_2015,0.916206483,0,2015,P09_025,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_025_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_025_2015new cumdistr salles.txt,1
